key,value
"cargo_haulers","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.45 0 0 0 0 0 0 4.226025 28.71435 188.29555 0 0 0 0 0 0 0 38.821575 44.8427 53.853725 61.87295 73.881125 81.2464 94.18185 108.04095 123.65745 141.5345 121.5825 139.664 161.4865 185.803 213.8605 246.2825 284.316 326.714 376.594 433.956 499.4235 574.2435 661.5335 760.67 874.7705 718.272 794.339 879.135 971.413 1073.667 1187.144 1311.844 1449.014 1599.901 1766.999 1950.308 2152.9455 2374.288 2619.3235 2888.052 3182.9675 3507.811 3863.8295 4254.764 4683.732 5153.2275 5668.2385 6232.506 6849.771 7525.0215 8261.9985 9068.184 9947.9425 10906.8855 11951.248 13089.1355 14326.1595 15670.4255 17129.4155 18711.235 25669.495 28801.3355 32315.3815 36259.019 40682.7515]"
"cargo_molei","[6.966 0 0 0.387 0 0 0.387 45.279 0 0.387 1.935 2.322 1.548 2.322 1.935 2.322 2.709 3.096 2.709 3.096 3.096 2.709 3.483 2.709 3.096 3.096 3.87 4.257 4.644 3.87 4.644 3.87 4.257 4.644 3.87 4.644 0 0 0 0 0 0 0 0 0 0 0.774 1.161 0.774 0.774 1.161 0.774 0.774 1.161 0.774 0.774 1.161 0.774 0.774 1.161 0.774 0.387 0.387 0.774 0.774 0.387 0.387 1.161 0.387 0.387 0.774 0.387 0.774 0.387 0.774 0.387 0.387 1.161 0.387 0.387 0.774 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"cargo_msr","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 0 0 0 0 50 0 50 50 50 49 48 47 46 45 88 86 84 82 120 156 152 185 180 245 170 198 224 248 270 261 308 351 338 400 408 460 484 504 560 570 630 663 704 735 810 930 1035 1170 1305 1455 1650 1845 2070 2325 2595 2925 3285 3675 4125 4635 5190 5835 6540 7335]"
"cargo_probes","[0 0 0 0.8 0 0 0.8 0 0 0.8 3.2 4 3.2 4 3.2 4 4.8 5.6 4.8 5.6 5.6 4.8 5.6 4.8 5.6 5.6 7.2 7.2 8 7.2 8 7.2 7.2 8 7.2 8 3.2 3.2 3.2 3.2 3.2 3.2 3.2 3.2 3.2 3.2 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 0.8 0.8 0.8 1.6 0.8 0.8 1.6 0.8 0.8 1.6 0.8 0.8 0.8 1.6 0.8 0.8 1.6 0.8 0.8 1.6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"cargo_reagent","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0343 0.03283 0.03136 0.02989 0.02842 0.02695 0.02548 0.16807 1.05938 6.59491 6.1348 5.67469 5.21458 4.75447 4.29436 3.83425 3.37414 3.58435 3.71616 3.72008 3.5182 3.03212 2.13444 1.3132 1.617 1.99038 2.45 2.8567 3.33102 3.88374 4.5276 5.27926 6.1544 7.17556 8.36626 9.75394 11.37192 13.2594 15.45852 18.02416 21.01414 24.50098 27.48998 30.84452 34.60772 38.83054 43.56786 48.88436 54.84962 61.54204 69.0508 77.47586 86.92992 97.53646 109.43758 122.79106 137.77428 154.5852 173.44726 194.61134 218.35674 245.00098 274.8949 308.43736 346.0723 388.29952 435.6786 488.83968 548.48738 615.41256 690.50408 774.7586 869.29332 975.36264 1094.37482 1227.90962 1377.73692 1545.84612 1734.4677 1946.10458 2183.56544 2450]"
"cargo_spa_ops","[18 18 18 18 18 18 18 23 23 30 30 30 30 30 30 20 20 20 20 20 20 20 20 20 20 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"cargo_stack","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 87.3 564 3630.9 0 0 0 0 0 0 0 723.6 854.4 1006.5 1165.8 1369.5 1599 1844.85 2139 2457.45 2814 2303.25 2468.4 2622.6 2759.4 2876.25 2946.9 2969.7 2916 2761.2 2476.5 2889 3366 3927 4576.5 5337 4575 5134.5 5760 6463.5 7251 8137.5 9130.5 10243.5 11493 12895.5 14470.5 16234.5 18216 20439 22933.5 25731 28870.5 32394 36345 40782 45756 51340.5 57604.5 64633.5 72519 81369 91297.5 102436.5 114936 128961 144696 162351 182161.5 204390 229327.5 257310 288706.5 323934 363460.5 407808 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.45 0 0 0 0 0 0 4.226025 28.71435 188.29555 0 0 0 0 0 0 0 38.821575 44.8427 53.853725 61.87295 73.881125 81.2464 94.18185 108.04095 123.65745 141.5345 121.5825 139.664 161.4865 185.803 213.8605 246.2825 284.316 326.714 376.594 433.956 499.4235 574.2435 661.5335 760.67 874.7705 718.272 794.339 879.135 971.413 1073.667 1187.144 1311.844 1449.014 1599.901 1766.999 1950.308 2152.9455 2374.288 2619.3235 2888.052 3182.9675 3507.811 3863.8295 4254.764 4683.732 5153.2275 5668.2385 6232.506 6849.771 7525.0215 8261.9985 9068.184 9947.9425 10906.8855 11951.248 13089.1355 14326.1595 15670.4255 17129.4155 18711.235 25669.495 28801.3355 32315.3815 36259.019 40682.7515 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.17637640824 3.18249090444 4.53744201812 6.34873859633 8.75495207288 9.97743203539 12.6000416454 15.8182540177 19.7575131856 24.5684936176 30.4320192314 37.5649201445 46.2270029217 56.7293425883 69.4441431335 84.8164587162 103.378121571 125.764286206 152.733074648 185.188896339 178.119377017 206.698575957 239.600223343 277.453654637 320.977431595 370.991746911 428.432527608 494.367467046 570.01424622 656.761239919 756.191042868 870.107195736 1000.56454163 1149.90370117 1320.79021917 1516.25900981 1739.76481046 1995.23944865 2287.15683385 2620.60670639 3001.37831319 3436.05533449 3932.12356171 4498.09302476 5143.63649173 5879.74651841 6718.91351207 7675.32759987 8765.10745975 10006.5596882 11420.4727504 13030.4500893 14863.2875761 16949.4011594 19323.311348 18869.4053047 21171.8209736 23755.1738435 26653.7434376 29905.9920132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.008 1.232 1.54 1.876 2.324 2.856 3.5 4.312 5.292 6.524 8.008 9.352 10.892 12.684 14.784 17.248 20.104 23.436 27.328 31.864 37.156 43.316 50.484 58.856 68.628 80.024 89.768 100.716 113.008 126.812 142.268 159.628 179.116 200.956 225.484 253.008 283.864 318.5 357.364 400.96 449.876 504.784 566.384 635.488 713.02 800.016 897.624 1007.16 1130.052 1267.924 1422.624 1596.224 1790.992 2009.532 2254.728 2529.828 2838.528 3184.86 3573.472 4009.516 4498.732 5047.672 5663.588 6354.628 7130.032 8000.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 178.2 1188 7900.2 0 0 0 0 0 0 0 1046.6 970.2 877.8 653.4 330 50 0 50 50 50 49 48 47 46 45 88 86 84 82 120 156 152 185 180 245 170 198 224 248 270 261 308 351 338 400 408 460 484 504 560 570 630 663 704 735 810 930 1035 1170 1305 1455 1650 1845 2070 2325 2595 2925 3285 3675 4125 4635 5190 5835 6540 7335 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0343 0.03283 0.03136 0.02989 0.02842 0.02695 0.02548 0.16807 1.05938 6.59491 6.1348 5.67469 5.21458 4.75447 4.29436 3.83425 3.37414 3.58435 3.71616 3.72008 3.5182 3.03212 2.13444 1.3132 1.617 1.99038 2.45 2.8567 3.33102 3.88374 4.5276 5.27926 6.1544 7.17556 8.36626 9.75394 11.37192 13.2594 15.45852 18.02416 21.01414 24.50098 27.48998 30.84452 34.60772 38.83054 43.56786 48.88436 54.84962 61.54204 69.0508 77.47586 86.92992 97.53646 109.43758 122.79106 137.77428 154.5852 173.44726 194.61134 218.35674 245.00098 274.8949 308.43736 346.0723 388.29952 435.6786 488.83968 548.48738 615.41256 690.50408 774.7586 869.29332 975.36264 1094.37482 1227.90962 1377.73692 1545.84612 1734.4677 1946.10458 2183.56544 2450 6.966 0 0 1.187 0 0 1.187 45.279 0 1.187 5.135 6.322 4.748 6.322 5.135 6.322 7.509 8.696 7.509 8.696 8.696 7.509 9.083 7.509 8.696 8.696 11.07 11.457 12.644 11.07 12.644 11.07 11.457 12.644 11.07 12.644 3.2 3.2 3.2 3.2 3.2 3.2 3.2 3.2 3.2 3.2 2.374 2.761 2.374 2.374 2.761 2.374 2.374 2.761 2.374 2.374 2.761 2.374 2.374 2.761 2.374 1.187 1.187 1.574 2.374 1.187 1.187 2.761 1.187 1.187 2.374 1.187 1.574 1.187 2.374 1.187 1.187 2.761 1.187 1.187 2.374 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.309 0.309 0.309 0.309 0.309 0.309 0.309 2.073 13.479 86.952 84.135 81.318 78.501 75.684 72.867 70.05 67.233 81.739 95.785 112.18 130.879 152.608 180.069881882 208.315794337 242.935481547 281.44022524 324.028 351.59788716 378.909887368 405.180978638 429.382766204 450.337608673 468.399768769 479.265593369 480.134728384 467.545375097 439.209595813 511.372678106 593.848568714 690.366390145 800.940055518 931.533 1040.49159689 1163.03108976 1300.46909088 1454.34835915 1626.37124631 1817.11220505 2031.70036769 2272.45820502 2539.46227625 2839.81208245 3174.40503767 3549.52257364 3968.31739635 4435.75591486 4959.41786595 5543.364161 6197.40698506 6928.2361823 7745.28796647 8658.289 9703.30089157 10875.6101682 12189.074786 13661.6092512 15311.5784336 17160.3661662 19233.3067338 21556.2583718 24159.7409091 27077.7557075 30347.4650713 34012.6803217 38120.6737596 42724.2277654 47883.7343221 53726.5613487 60281.7874535 67637.4543227 75890.3190399 85150 18 18 18 18 18 18 18 23 23 30 30 30 30 30 30 20 20 20 20 20 20 20 50 50 20 192.4 15 15 77 15 15 15 15 15 15 65 15 15 15 15 15 15 15 45 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"cargo_ybco","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 30 0 0 0 0 0 0 0 0 0 0 0 50 0 0 0 0 0 0 0 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"check_years","[20 25 30 35 45 60 80 100]"
"circuit.reo_yr",0.4
"circuit.regolith_yr",800
"circuit.mass_kg",15000
"circuit.power_kw",180
"circuit.life_yr",20
"circuit.maint_frac",0.02
"circuits_needed","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 7 47 313 313 313 313 313 313 313 313 385 474 584 718 884 1089 1340 1650 2031 2500 2915 3399 3963 4620 5387 6280 7322 8537 9953 11604 13530 15774 18392 21443 25001 28051 31474 35314 39623 44457 49882 55969 62798 70460 79057 88704 99527 111671 125297 140586 157740 176987 198583 222813 250001 280505 314732 353135 396224 444570 498816 559681 627972 704596 790570 887034 995268 1116709 1252969 1405854 1577394 1769865 1985821 2228128 2500000]"
"cl_k","[112.347 81 81 86.3415 81 81 86.3415 307.2555 103.5 140.3415 158.1075 163.449 156.366 163.449 158.1075 118.449 123.7905 129.132 123.7905 353.20185 130.670235 125.32212 267.398505 260.30889 130.643775 543.862296 804.7001565 4918.616271 32136.983442 314.11746 309.519063 296.421066 288.617769 282.974472 269.876475 402.999678 5167.1976975 5369.446422 5600.1504735 5497.184205 5265.2085615 5228.08316538 5870.75940515 7018.98175862 7953.14914336 4208.71931509 3581.23814899 3849.44743627 4107.53434082 4346.28609924 4562.88107786 4779.55836 4881.04009189 4883.16373913 4753.82582211 4506.26457368 5268.68629603 6090.98338786 7104.89792044 8222.80783771 9619.23922042 8519.15994238 9555.39523215 10709.2425428 11997.1644422 13430.0481724 14998.0591399 16827.7543941 18861.2808901 21063.8741531 23633.662728 26432.9812507 29624.6071617 33157.6981475 37111.38522 41581.9967064 46523.9335885 52128.8438194 58363.2393387 65354.7156754 73177.523358 82014.2820059 91976.2517034 103105.41081 115605.245995 129596.923782 145282.718581 162902.979532 182626.21629 204747.457436 229551.437495 257338.618302 288525.640689 323479.66707 362650.587556 406577.811988 458523.724717 514455.624534 577240.927808 647665.223647 726683.454392]"
"co2_avoided_h2","[0 0 0 2362.5 4725 7087.5 11812.5 16537.5 21262.5 28350 44887.5 73237.5 111037.5 160650 219712.5 290587.5 375637.5 477225 592987.5 725287.5 874125 1037137.5 1216687.5 1408050 1615950 1840387.5 2083725 2348325 2636550 2943675 3264975 3595725 3938287.5 4292662.5 4658850 5036850 5410125 5776312.5 6137775 6492150 6839437.5 7182000 7517475 7848225 8171887.5 8488462.5 8788500 9072000 9336600 9584662.5 9813825 10026450 10222537.5 10399725 10560375 10702125 10839150 10971450 11099025 11221875 11340000 11451037.5 11554987.5 11651850 11743987.5 11829037.5 11911725 11994412.5 12074737.5 12152700 12230662.5 12306262.5 12379500 12450375 12521250 12589762.5 12655912.5 12722062.5 12785850 12847275 12908700 12967762.5 13024462.5 13078800 13128412.5 13175662.5 13220550 13260712.5 13298512.5 13333950 13364662.5 13393012.5 13419000 13442625 13461525 13478062.5 13492237.5 13501687.5 13508775 13513500 13513500]"
"co2_avoided_reo","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.508144194029 0.860701739751 1.45786863948 2.4693582827 4.18263358111 7.0846032333 12 81.4325284978 552.604724796 3750 3750 3750 3750 3750 3750 3750 3750 4616.79155004 5683.93712441 6997.74743653 8615.23766248 10606.6017178 13058.2584494 16076.601938 19792.6186616 24367.5718907 30000 34977.4320354 40780.6917264 47546.7957738 55435.4939227 64633.040701 75356.5929453 87859.3369388 102436.466215 119432.151166 139247.665008 162350.857964 189287.203344 220692.676338 257308.769577 300000 336605.536291 377677.623538 423761.263387 475467.957738 533483.823012 598578.694491 671616.341571 753565.929453 845514.879379 948683.298051 1064440.1677 1194321.51166 1340050.77645 1503561.70088 1687023.97557 1892872.03344 2123837.35315 2382984.70417 2673752.8144 3000000 3366055.36291 3776776.23538 4237612.63387 4754679.57738 5334838.23012 5985786.94491 6716163.41571 7535659.29453 8455148.79379 9486832.98051 10644401.677 11943215.1166 13400507.7645 15035617.0088 16870239.7557 18928720.3344 21238373.5315 23829847.0417 26737528.144 30000000]"
"co2_per_launch",2750
"co2_rockets","[9611.91 6930 6930 7386.995 6930 6930 7386.995 26287.415 8855 12006.995 13526.975 13983.97 13377.98 13983.97 13526.975 10133.97 10590.965 11047.96 10590.965 30218.3805 11179.56455 10722.0036 22877.42765 22270.8717 11177.30075 44314.7056 65568.1609 400776.1406 2618569.0212 25594.756 25220.0718 23831.5949929 22891.4511096 22137.1977499 20820.070458 30653.3495818 387432.655805 396778.226379 407757.326625 394302.843054 371957.733711 363669.337638 402012.209222 473032.57732 527370.374085 370367.299728 302030.881772 310550.322473 316325.327121 318791.392807 317964.367911 315556.002044 304376.77909 286622.178832 261617.296468 231486.81115 251353.217125 268271.272335 286902.882925 301925.058185 317434.894274 269418.433178 289050.705773 309229.378423 329922.022162 350860.008504 371201.963714 393348.758962 414948.179582 434442.404407 454948.007513 472489.539856 488806.018168 501510.184481 510281.546776 514577.209242 511763.269474 501740.121762 481496.724544 449313.670268 402476.378469 451078.551033 505869.384369 567079.759453 635828.852972 712783.080799 799054.952194 895966.387428 1004444.18959 1126111.0159 1262532.90622 1415362.40066 1586891.02379 1779138.16888 1994578.23156 2236177.96593 2521880.48594 2829505.93494 3174825.10294 3562158.73006 3996758.99915]"
"contingency","[1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.35 1.35 1.35 1.35 1.35 1.35 1.35 1.35 1.35 1.35 1.35 1.35 1.35 1.35 1.35 1.35 1.35 1.35 1.35 1.35 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25 1.25]"
"conv.mass_per_km",100000
"conv.earth_frac",0.05
"conv.maint_frac_yr",0.005
"conv_km_needed","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.435275281648 1.07177346254 1.97926186616 3.24900958542 5 6.99548640708 9.51549473615 12.6791455397 16.6306481768 21.5443469003 27.6307507466 35.1437347755 44.3891353598 55.7350038775 69.6238325042 86.5871242474 107.262748562 132.415605803 162.962220732 200 235.623875403 276.963590595 324.883635263 380.374366191 444.56985251 518.768201892 604.454707413 703.328200823 817.331050067 948.683298051 1099.92150662 1273.94294577 1474.0558541 1704.03659433 1968.19463817 2271.44644013 2619.39940222 3018.44729195 3475.87865872 4000 4600.27566264 5287.48672954 6073.91144188 6973.53004683 8002.25734518 9178.20664886 10521.9893513 12057.0548712 13810.0763632 15811.3883008 18095.4828509 20701.5728688 23674.230384 27064.1106159 30928.7728855 34702.6539464 38937.0181411 43688.0529098 49018.8015974 55000]"
"conv_throughput_per_km",20000
"cost_insitu","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2823975 3.773565 37.670445 0 0 0 0 0 0 5.2992 43.8896425 58.48673 77.3820275 100.745305 132.5812875 176.945475176 229.582347718 298.922844834 386.719458333 499.595158938 476.513670867 579.074479126 702.182632634 849.850575053 1029.07928787 1242.16718654 1499.69814827 1807.30710555 2174.89995092 2616.65267195 3059.57232156 3572.14068098 4176.85819379 4877.66304183 5702.31445304 5031.06281633 5658.75179432 6362.47612435 7154.94944381 8044.00362003 9044.08711913 10171.2058025 11436.8811874 12855.4085678 14458.1256558 16255.2557814 18278.0441219 20550.5174291 23104.6336822 25981.5486164 29207.4419686 32843.5536399 36927.2882024 41518.1495843 46681.1179421 52474.0586451 58998.1102855 66323.5989673 74563.177247 83820.9497843 94229.891135 105936.248073 119089.54999 133878.327824 150503.765808 169188.416876 190198.56822 213815.591645 240361.604053 270202.344861 298451.403379 334865.4525 375727.784353 421572.587431 473010.162675]"
"cost_launch","[224.694 162 162 172.683 162 162 172.683 614.511 207 280.683 316.215 326.898 312.732 326.898 316.215 236.898 247.581 258.264 247.581 706.4037 261.34047 250.64424 534.79701 520.61778 261.28755 1087.724592 1609.400313 9837.232542 64273.966884 628.23492 619.038126 592.842132 577.235538 565.948944 539.75295 805.999356 10334.395395 10738.892844 11200.300947 10994.36841 10530.417123 10456.1663308 11741.5188103 14037.9635172 15906.2982867 8417.43863018 7162.47629799 7698.89487253 8215.06868164 8692.57219847 9125.76215573 9559.11672 9762.08018378 9766.32747826 9507.65164421 9012.52914737 10537.3725921 12181.9667757 14209.7958409 16445.6156754 19238.4784408 17038.3198848 19110.7904643 21418.4850856 23994.3288845 26860.0963448 29996.1182799 33655.5087882 37722.5617802 42127.7483062 47267.3254559 52865.9625013 59249.2143234 66315.396295 74222.7704401 83163.9934128 93047.867177 104257.687639 116726.478677 130709.431351 146355.046716 164028.564012 183952.503407 206210.821619 231210.49199 259193.847563 290565.437162 325805.959065 365252.432579 409494.914872 459102.874989 514677.236604 577051.281378 646959.334139 725301.175112 813155.623975 917047.449433 1028911.24907 1154481.85562 1295330.44729 1453366.90878]"
"cost_mkiii","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.12855 0.13712 0.14569 0.15426 0.16283 0.1714 0.17997 0.18854 0.19711 0.20568 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425 0.21425]"
