key,value
"ph.o2hr","[3.96114349153 23.7668609492 43.5725784069 71.3005828476 142.601165695]"
"ph.p_lh2","[7.486561199 44.919367194 82.352173189 134.758101582 269.516203164]"
"ph.p_lox","[3.96114349153 23.7668609492 43.5725784069 71.3005828476 142.601165695]"
"ph.p_cryo","[11.4477046905 68.6862281432 125.924751596 206.05868443 412.117368859]"
"ph.p_vex","[5 15 30 40 50]"
"ph.p_isru_oth","[5 10 12 14 15]"
"ph.p_isru","[45.9777046905 240.866228143 437.754751596 701.59868443 1360.19736886]"
"ph.nPEM","[1 3 6 9 18]"
"ph.p_hab","[0 6.02 6.02 8.02 18.02]"
"ph.p_iz","[5 20 40 60 108]"
"ph.nMS","[4 4 4 6 6]"
"ph.nARMC","[1 1 1 1 2]"
"ph.nARMD","[1 2 4 6 8]"
"ph.nSEN","[2 2 3 4 4]"
"ph.p_robots","[8.8 8.8 9.3 12.2 15.2]"
"ph.p_skippad","[0 0.5 1 2 4]"
"ph.p_dartzbo","[0 0 2.5 2.5 2.5]"
"ph.p_farmzbo","[0 4 6 8 11]"
"ph.p_cap","[0 0 0 1 1]"
"ph.p_comms","[0.2 0.5 0.5 0.5 0.5]"
"ph.p_base","[14 39.82 65.32 94.22 160.22]"
"ph.p_sub","[86.1450610384 373.59036623 662.415671422 1041.73109869 1951.56719738]"
"ph.p_cont","[17.2290122077 74.7180732461 132.483134284 208.346219738 390.313439476]"
"ph.p_tot","[103.374073246 448.308439476 794.898805707 1250.07731843 2341.88063686]"
"ph.solar_cap","[121.61655676 527.421693502 935.175065537 1470.67919815 2755.15369042]"
"ph.panel_m2","[324.349307478 1406.62476881 2494.09614084 3922.27663857 7347.94846434]"
"ph.panel_kg","[973.047922434 4219.87430643 7482.28842253 11766.8299157 22043.845393]"
"ph.t2_kWh","[91.9554093811 481.732456286 875.509503192 1403.19736886 2720.39473772]"
"ph.batt_total_kWh","[91.9554093811 481.732456286 875.509503192 1403.19736886 2720.39473772]"
"ph.batt_total_t","[0.367821637524 1.92692982515 3.50203801277 5.61278947544 10.8815789509]"
"pipe.trunk_m",8500
"pipe.q_ground",7
"pipe.q_elev",1.5
"pipe.pump_kW",0.3
"pipe.kW","[16.4 34 51.6 69.8 79.225]"
"pipe.pump","[0 0.3 0.3 0.3 0.3]"
"pipe.total","[16.4 34.3 51.9 70.1 79.525]"
"probe.prop",6654
"ps","[4 7 9 12 15 20]"
"pv","[300 200 1200 15 20 30 15 5]"
"pz","[9.76735634786 58.6041380872 107.440919826 175.812414261 351.624828523 16.4 34.3 51.9 70.1 79.525 45.9777046905 240.866228143 437.754751596 701.59868443 1360.19736886 14 39.82 65.32 94.22 160.22 17.2290122077 74.7180732461 132.483134284 208.346219738 390.313439476]"
"raw",179
"short",0
"skip.mf",700
"skip.rng",100
"skip.v0",402.49223595
"skip.dv",1690.46739099
"skip.fuel_hop",326.608083197
"skip.hops",274
"skip.fuel_yr",89490.6147961
"skip.kreep_yr",109600
"solar.illum",0.85
"solar.eff",0.29
"solar.irr",1.361
"solar.eol",0.85
"solar.dust",0.95
"solar.yield_kWm2",0.318712175
"sp",22
"spine_km","[0.3 0.6 0.9 1.2 1.275]"
"st2","[8.498 16.996 25.494 65.7722220993 106.050444199 160.152051502 214.253658805 268.355266108 321.262062267 374.168858426 427.075654584 526.704246902 626.332839219 725.961431537 825.590023854 925.218616172]"
"stk",925218.616172
"tm",8400
"total_pwr_mass","[8.57304792243 19.8198743064 30.0822884225 41.2668299157 58.423845393]"
"trunk_km","[2 4 6 8 8.5]"
"ve",4414.5
"x","[1 2 3 4 5]"
"y",5
"yrs","[4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19]"
"ys",20
