key,value
"degrade_range","[1 1.5 2 2.5 3 3.5 4 4.5 5]"
"df",5
"di",9
"eps_eff",0.03
"flag","  "
"i",6
"idx",6
"idx220","zeros(1,0)"
"idx253","zeros(1,0)"
"k_PEEK_avg",0.2313
"k_Ti_avg",3.69873947856
"lwrhu.power",1.1
"lwrhu.mass",0.042
"lwrhu.length",0.03195
"lwrhu.dia",0.02595
"lwrhu_test","[0 4 5 6 7 8]"
"m_pu",0.02128
"m_total",0.336
"mli.layers",20
"mli.emissivity",0.03
"mli.degrade",2
"mn_rho",4.8e-07
"ni",5
"opt.D_peek",0.02
"opt.d_bore",0.007
"opt.L_peek",0.05
"opt.A_peek",0.000275674755353
"opt.n_standoff",4
"opt.Q_path1",1.18855296182
"opt.A_head",5.02654824574e-05
"opt.L_washer",0.005
"opt.L_bolt_free",0.04
"opt.Q_path2",0.750042928632
"opt.Q_A",1.93859589045
"opt.drain_OD",0.02
"opt.drain_t",0.001
"opt.drain_ID",0.018
"opt.drain_A",5.96902604182e-05
"opt.peek_L",0.05
"opt.ti_L",0.075
"opt.Q_drain_peek",0.0643376247138
"opt.Q_drain_series",0.0541742871564
"opt.Q_B",0.0541742871564
"opt.mn_L",0.1
"opt.mn_A",5.18e-07
"opt.n_wire",2
"opt.Q_wire",0.03849414436
"opt.Q_C",0.03849414436
"opt.vex_A",2.82743338823e-05
"opt.vex_peek_L",0.04
"opt.Q_vex",0.0380946462121
"opt.Q_D",0.0380946462121
"opt.Q_sig",0.022572579825
"opt.Q_E",0.022572579825
"opt.Q_MLI",0.391172459634
"opt.Q_sub",2.48310400764
"opt.margin_pct",0.3
"opt.Q_margin",0.744931202292
"opt.Q_total",3.22803520993
"opts.AbsTol",0.0001
"opts.BDF","zeros(1,0)"
"opts.Events","zeros(1,0)"
"opts.InitialStep","zeros(1,0)"
"opts.Jacobian","zeros(1,0)"
"opts.JConstant","zeros(1,0)"
"opts.JPattern","zeros(1,0)"
"opts.Mass","zeros(1,0)"
"opts.MassSingular","zeros(1,0)"
"opts.MaxOrder","zeros(1,0)"
"opts.MaxStep",600
"opts.MinStep","zeros(1,0)"
"opts.NonNegative","zeros(1,0)"
"opts.NormControl","zeros(1,0)"
"opts.OutputFcn","zeros(1,0)"
"opts.OutputSel","zeros(1,0)"
"opts.Refine","zeros(1,0)"
"opts.RelTol",1e-06
"opts.Stats","zeros(1,0)"
"opts.Vectorized","zeros(1,0)"
"opts.MStateDependence","zeros(1,0)"
"opts.MvPattern","zeros(1,0)"
"opts.InitialSlope","zeros(1,0)"
"q_b","[4.87339980516 2.07373645864 2.34365642397 0.896750901034 1.09943727997 0.391172459634]"
"q_base","[4.87339980516 2.07373645864 2.34365642397 0.896750901034 1.09943727997 0.391172459634 NaN 11.6781533284 3.50344599852 15.1815993269]"
"q_mli",0.192695792923
"q_o","[1.93859589045 0.0541742871564 0.03849414436 0.0380946462121 0.022572579825 0.391172459634]"
"q_opt","[1.93859589045 0.0541742871564 0.03849414436 0.0380946462121 0.022572579825 0.391172459634 NaN 2.48310400764 0.744931202292 3.22803520993]"
"q_rad",0.192532614286
"q_solid",0.0001631786375
"rec_N",3
"rec_Q",3.3
"rec_Teq_floor",278.194427878
"rec_Teq_wall",263.194427878
"rec_mass",0.126
"results.N","ARRAY_OF_STRUCTS_SKIPPED"
"results.t","ARRAY_OF_STRUCTS_SKIPPED"
"results.T","ARRAY_OF_STRUCTS_SKIPPED"
"results.t_253","ARRAY_OF_STRUCTS_SKIPPED"
"results.T_final","ARRAY_OF_STRUCTS_SKIPPED"
"s220","NEVER"
"s253","NEVER"
"sigma",5.67e-08
"t_220",NaN
"t_253",NaN
"t_hr.numel",4801
"t_hr.sum",480100
"t_hr.min",0
"t_hr.max",200
"t_hr.mean",100
"t_sol.numel",4801
"t_sol.sum",1728360000
"t_sol.min",0
"t_sol.max",720000
"t_sol.mean",360000
"t_span","[0 720000]"
"t_transit","[0 21600]"
"web.L",0.55
"web.W",0.35
"web.H",0.35
"web.A_ext",1.015
"web.m_water",50
"web.cp_water",4186
"web.m_hw",20
"web.cp_hw",700
"web.C_total",223300
