key,value
"npv_lc","[-1329678.19891 -910858.972817 -492039.74672]"
"npv_no_rockets",-891631.492174
"npv_old",-1282739.86637
"npv_total","[-671.4167 -1323.27757379 -1956.15220853 -2570.59360149 -3167.13864319 -3746.30858659 -4308.60950252 -4893.24868399 -5460.85953979 -6167.79991949 -6839.83529601 -7478.3992473 -8185.0616402 -8858.0418319 -9498.70240501 -9869.96578564 -10218.4274958 -10545.1008318 -10850.9594067 -11136.9324357 -11403.9235047 -11652.7954788 -11983.7782225 -12295.371036 -12588.422183 -13404.2116685 -21359.6687314 -29056.8047608 -39512.6325196 -49647.5948777 -55924.4202623 -62032.687767 -67976.8857447 -73761.3838763 -79390.4362899 -117042.826997 -153741.94944 -189511.737441 -224375.490567 -258355.884025 -280384.607619 -301843.977718 -322748.242539 -343111.209398 -362946.240747 -385955.994727 -408379.833037 -430232.107222 -451526.742892 -472277.241747 -492496.682358 -512197.719564 -525174.987183 -537809.528334 -550109.008155 -562093.563721 -573769.516074 -585142.828675 -596219.088703 -607003.485075 -615627.999903 -624017.820651 -632177.248751 -640110.325331 -647820.823518 -655315.579234 -662597.639014 -669669.757138 -676534.38266 -683193.644909 -688346.546488 -693329.093239 -698141.576045 -702783.909 -707255.604701 -711555.747132 -715703.193357 -719694.459398 -723525.487267 -727191.59453 -740143.968562 -752732.21915 -764953.165927 -776802.677912 -788275.597359 -799365.656957 -810065.389944 -820366.032767 -830257.419905 -839727.870536 -848764.066776 -857350.923323 -865471.448444 -873106.596411 -880235.111716 -886833.365652 -892875.186233 -898331.682845 -903171.067644 -907358.476397 -910858.972817]"
"pem_lifetime_yr",20
"pgm_price_per_kg",50000
"phase_y","[20 30 40 55 70 90]"
"r0",100000
"r1",1000000
"reo_basket_2026",15000
"reo_demand","[400000 408000 416160 424483.2 432972.864 441632.32128 450464.967706 459474.26706 468663.752401 478037.027449 487597.767998 497349.723358 507296.717825 517442.652182 527791.505225 538347.33533 549114.282036 560096.567677 571298.499031 582724.469011 594378.958391 606266.537559 618391.86831 630759.705677 643374.89979 656242.397786 669367.245742 682754.590656 696409.68247 710337.876119 724544.633641 739035.526314 753816.23684 768892.561577 784270.412809 799955.821065 815954.937486 832274.036236 848919.516961 865897.9073 883215.865446 900880.182755 918897.78641 937275.742138 956021.256981 975141.682121 994644.515763 1014537.40608 1034828.1542 1055524.71728 1076635.21163 1098167.91586 1120131.27418 1142533.89966 1165384.57766 1188692.26921 1212466.11459 1236715.43689 1261449.74562 1286678.74054 1312412.31535 1338660.56165 1365433.77289 1392742.44834 1420597.29731 1449009.24326 1477989.42812 1507549.21668 1537700.20102 1568454.20504 1599823.28914 1631819.75492 1664456.15002 1697745.27302 1731700.17848 1766334.18205 1801660.86569 1837694.08301 1874447.96467 1911936.92396 1950175.66244 1989179.17569 2028962.7592 2069542.01439 2110932.85467 2153151.51177 2196214.542 2240138.83284 2284941.6095 2330640.44169 2377253.25052 2424798.31553 2473294.28184 2522760.16748 2573215.37083 2624679.67825 2677173.27181 2730716.73725 2785331.07199 2841037.69343 2897858.4473]"
"reo_demand_2026",400000
"reo_demand_growth",0.02
"reo_price","[15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 14999.9981173 14999.9977499 14999.9973109 14999.9967862 14999.9961592 14999.9954098 14999.9945142 14999.9635032 14999.7571874 14998.3845716 14998.4162466 14998.4473006 14998.4777457 14998.5075938 14998.5368567 14998.5655458 14998.5936723 14998.3025564 14997.9511783 14997.5270633 14997.0151547 14996.3972788 14995.6514999 14994.7513416 14993.6648466 14992.3534424 14990.7705719 14989.4502715 14987.9410976 14986.2160314 14984.2441888 14981.9902675 14979.4139152 14976.4690071 14973.1028201 14969.2550888 14964.8569267 14959.8295929 14954.0830822 14947.514514 14940.0062903 14931.42399 14924.5651483 14917.0202984 14908.7208269 14899.5912581 14889.5485673 14878.5014257 14866.3493701 14852.981889 14838.277418 14822.1022338 14804.3092386 14784.7366219 14763.2063895 14739.5227443 14713.470306 14684.8121526 14653.2876653 14618.610159 14580.4642746 14538.5031116 14492.3450732 14441.5703958 14385.717332 14324.2779513 14256.693521 14182.3494248 14100.569574 14010.6102585 13911.6533839 13802.7990314 13683.0572742 13551.3391749 13406.4468826 13247.0627396 13071.7372986 12878.8761414 12666.7253793 12433.3557025 12176.6448359 11894.2582381]"
"reo_price_floor",5000
"rev_total","[-1.3167 -1.3167 -1.3167 -1.3167 -1.3167 -1.3167 -1.3167 -1.68245 -1.68245 40.65315 59.89065 79.12815 97.2684 116.5059 135.7434 157.83375 177.07125 196.30875 215.54625 234.794562651 254.034430769 273.274817537 291.052836547 310.294626268 329.537355497 425.917979998 286.330768744 345.436363497 324.822298071 363.297302031 511.497305913 549.972309718 588.447313449 626.922317107 665.397320693 -289.925175791 -191.174947542 -91.8323807479 8.23942975445 109.20902885 650.183911991 753.619524688 858.730340377 965.9034962 1075.61557662 -122.484229428 -30.8206926958 63.2835195249 160.233180053 260.500162659 364.634556213 473.277616568 1318.67685897 1438.70364337 1565.87366258 1643.65830985 1731.14998004 1829.95694839 1941.95357429 2069.32419846 2624.6017399 2771.14647601 2930.85968771 3105.34394949 3296.3963904 3486.79470162 3698.03595811 3932.65358501 4193.48783677 4483.72269838 5172.67716325 5532.85139227 5934.47831337 6382.58128032 6882.78847475 7441.40480566 8065.49213682 8762.95875391 9542.65907009 10414.5046604 9776.37531116 10886.34387 12125.8412807 13510.3882876 15057.3328896 16786.0577063 18718.2089958 20877.9491084 23292.2341808 25991.1188477 29008.0896579 32380.4287131 36149.6087659 40361.720593 45067.9328465 50324.9837416 56195.7027783 62749.5591433 70063.2313861 78221.1902738 87277.8082381]"
"rev_total_h2scaled","[-1.3167 -1.3167 -1.3167 -1.3167 -1.3167 -1.3167 -1.3167 -1.68245 -1.68245 156.07815 290.74065 425.40315 558.9684 693.6309 828.2934 965.80875 1100.47125 1235.13375 1369.79625 1504.46956265 1639.13443077 1773.79981754 1907.00283655 2041.66962627 2176.3373555 2618.99298 2825.68076874 3231.0613635 3556.72229807 3826.04730203 4205.09730591 4474.42230972 4743.74731345 5013.07231711 5282.39732069 4904.19982421 5580.07505246 6256.54261925 6933.73942975 7611.83402885 8729.93391199 9410.49452469 10092.7303404 10777.0284962 11463.8655766 10727.4657706 11280.8293073 11836.6335195 12395.2831801 12957.2501627 13523.0845562 14093.4276166 15400.526859 15982.2536434 16571.1236626 16764.3333098 16967.24998 17181.4819484 17408.9035743 17651.6991985 18437.8267399 18815.221476 19205.7846877 19611.1189495 20033.0213904 20338.8447016 20665.5109581 21015.553585 21391.8128368 21797.4726984 22601.8521633 23077.4513923 23594.5033134 24158.0312803 24773.6634748 25447.7048057 26187.2171368 27000.1087539 27895.2340701 28882.5046604 28475.2253112 29816.04387 31286.3912807 32901.7882876 34679.5828896 36639.1577063 38802.1589958 41192.7491084 43837.8841808 46767.6188477 50015.4396579 53618.6287131 57618.6587659 62061.620593 66998.6828465 72486.5837416 78588.1527783 85372.8591433 92917.3813861 101306.190274 110362.808238]"
"scc",190
"sens_delta","[-1.00290681222 -0.418819226097 0.418819226097 -0.371880893549 0.286325270387 0.196117609095 -0.0235588105219 0.0192274806425 0.0103296323058]"
"tanker_ratio",14
"total_cost_100yr",5433877.36454
"total_earth_cargo",1491021
"total_flights",14910.21
"total_launches","[2.52 2.52 2.52 2.52 2.52 2.52 2.52 3.22 3.22 6.86 6.86 6.86 8.96 8.96 8.96 3.5 3.5 3.5 3.5 3.5 3.5 3.5 6.3 6.3 6.3 28 406 406 574 574 364 364 364 364 364 2520 2520 2520 2520 2520 1680 1680 1680 1680 1680 4200 4200 4200 4200 4200 4200 4200 2800 2800 2800 2800 2800 2800 2800 2800 2100 2100 2100 2100 2100 2100 2100 2100 2100 2100 1400 1400 1400 1400 1400 1400 1400 1400 1400 1400 4620 4620 4620 4620 4620 4620 4620 4620 4620 4620 4620 4620 4620 4620 4620 4620 4620 4620 4620 4620 4620]"
"total_rev_100yr",889678.433542
"y",100
"y0",80
"y1",100
