key,value
"Ab",2.82743338823e-05
"G_eff","[0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.0497619917246 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138 0.125119004138]"
"G_needed",0.1
"G_total_shunted",0.125119004138
"Gc",0.0365996034147
"Gd",0.0530357526529
"Gs",0.075357012413
"Gweb",0.0497619917246
"Htr",4.98168871967
"Lm",0.1
