key,value,source,comparable
net_direct,[-817.694 -755 -755 -764.808 -754.125 -754.125 -763.933 -1205.761 -798.25 -871.058 -903.09 -909.398 -891.732 -901.523 -887.34 -803.648 -809.081 -813.639 -797.706 -1699.30544593 -797.847039649 -781.900511066 -1059.92777532 -1040.49768868 -775.041007699 -2058.697792 -2156.59773833 -7771.47645311 -46549.4471069 -1167.45519797 -1163.98990409 -1144.40041028 -1135.40031655 -1129.84522289 -1110.25572931 -1382.23363579 -7996.30723895 -7866.16453762 -8477.24005561 -8156.25707334 -7461.3627254 -7087.87674551 -8384.47799374 -9372.8306324 -10775.717162 -6754.15545188 -5750.40523625 -6261.67623148 -6663.32059584 -7058.61887427 -7455.06640737 -7804.65535331 -8113.41856084 -8479.17237578 -8624.72540058 -8634.23183984 -9907.79280797 -11252.2061045 -12842.8282852 -14773.5572794 -17569.8302373 -15474.8252092 -17040.5221327 -18975.1899141 -20873.9035041 -23323.4179717 -25775.0341004 -28651.0252681 -31864.0901141 -35468.5240293 -39848.9319174 -44084.9193525 -49150.6108623 -54868.3588512 -61323.4039427 -68432.2111736 -76499.352371 -85481.725489 -95623.940933 -106961.879372 -119696.17013 -56186.9381891 -58779.6829967 -61428.1215282 -64219.8308535 -65692.0058505 -68543.0167018 -71787.8792116 -75081.6907521 -78638.7782037 -82285.2615504 -85919.8615686 -89808.6053346 -93818.3040595 -98091.739099 -102530.176182 -106543.67091 -111300.831332 -116231.869375 -121395.906279 -126772.232767 -103322.85715 -107027.064029 -110769.824458 -114732.113537 -119493.960484 -118548.222013 -117723.230598 -116560.780842 -115257.360731 -113678.013615 -111871.712125 -109770.561952 -107373.755807 -104707.166891 -102343.249926 -105845.388931 -109624.317932 -113456.929743 -117427.76968 -121609.287142 -125909.065576 -130355.675367 -134948.108184 -139717.293083 -145671.873453 -147467.74774 -149529.526755 -151468.731624 -153362.211867 -155282.658196 -157061.756646 -158823.459196 -160509.978708 -162114.888641 -163639.608958 -169467.470854 -175511.045361 -181722.763633 -188163.255395 -194947.743984 -131739.04011 -134501.432081 -137287.387123 -140135.055932 -143081.409248 -146090.466021 -149122.218683 -152263.986488 -155430.633715 -158698.833426 -162044.359038 -165416.965495 -168907.935666 -172471.481524 -176110.741379 -179787.96045 -183591.67681 -187505.091598 -191428.549355 -195524.39885 -237979.598464 -244351.922996 -250856.265615 -257530.001128 -264475.334502 -271522.296943 -278765.010772 -286289.650145 -293974.77577 -301840.852657 -309991.456079 -318373.664806 -326949.498302 -335767.744388 -344866.002526 -354212.18499 -363789.922759 -373706.415498 -383871.871444 -394311.507164 -97751.243124 -97751.243124 -97751.243124 -97751.243124 -97751.243124 -97751.243124 -97751.243124 -97751.243124 -97751.243124 -97751.243124 -97751.243124 -97751.243124 -97751.243124 -97751.243124 -97751.243124 -97751.243124 -97751.243124 -97751.243124 -97751.243124 -97751.243124],matlab_r2025a;octave_agrees,yes
net_total,[-820.276146233 -757.072583333 -757.072583333 -766.518537383 -755.299833333 -754.850958333 -763.848037383 -1208.36936718 -796.648458333 -868.708712383 -897.887383583 -898.895712633 -873.932574533 -874.412337633 -848.920633583 -751.117712633 -740.478041683 -725.821245733 -687.806541683 -1571.64552392 -634.63005699 -587.622749786 -833.842559718 -777.934143503 -470.861554866 -1717.8400608 -1770.15295831 -7377.1094095 -46392.5437141 -601.156016303 -536.684629991 -454.133205454 -380.009007452 -307.117771928 -217.837833632 -419.996515831 -7007.93146168 -6803.91723661 -7346.53807969 -6951.21679276 -6179.94301402 -5732.05155144 -6965.11719024 -7886.831801 -9224.65442723 -5110.87914549 -4028.25172253 -4473.4250219 -4808.98578827 -5138.21367007 -5468.62905313 -5750.96180377 -5990.69020933 -6285.93158245 -6356.70848331 -6287.27710434 -7480.62140546 -8735.71739052 -10226.9470866 -12046.510845 -14717.1852226 -12490.8979145 -13910.3759418 -15370.3154635 -17041.1850737 -19232.4898815 -21391.4079673 -23938.2485463 -26782.7636907 -29976.1547768 -33900.152001 -37628.2167608 -42131.7544362 -47227.7471612 -52995.9163484 -59346.3344921 -66576.9117086 -74636.6108477 -83761.4608228 -93977.4967546 -105474.473488 -41279.8769206 -43212.1265371 -45198.1196702 -47324.6602144 -47191.9183123 -48431.559935 -50057.9348137 -51724.993205 -53646.1346278 -55646.3141579 -57623.5929478 -59842.8765491 -62150.029684 -64680.6831307 -67356.9804287 -69588.2928985 -72539.8757054 -75640.9586486 -78948.8596471 -82440.9290266 -57297.8340782 -59290.6213673 -61292.5910746 -63483.8391895 -67379.601101 -65534.5428182 -63778.5441721 -61652.093242 -59350.6242546 -56737.9109461 -53861.7115754 -50652.8118851 -47109.0761388 -43255.0141182 -39979.0213628 -42529.1335173 -45311.349793 -48100.8676813 -50980.6356129 -54021.4507013 -57129.0909211 -60330.3273799 -63622.2705017 -67033.9177774 -71571.988928 -71888.3963808 -72407.4290795 -72738.1869506 -72955.2447846 -73128.9369735 -73088.3778489 -72955.0170282 -72668.3778914 -72219.2799871 -71288.9330158 -74577.3720362 -77991.9683 -81481.974024 -85104.7718765 -88972.2354888 -23992.9136387 -24965.2336111 -25924.4360651 -26907.9410041 -27951.9718842 -29019.7439184 -30070.4339569 -31190.5883909 -32294.1965074 -33457.1228702 -34654.2614209 -36139.5533688 -37706.6851838 -39306.9924783 -40942.8040605 -42575.5224123 -44292.8878757 -46077.2403743 -47827.9893291 -49706.6778865 -89313.0912741 -92753.655329 -96250.3724696 -99838.665828 -103618.780677 -107418.593286 -111330.152017 -115437.49804 -119616.900876 -123886.538592 -128347.69831 -132945.018007 -137638.021205 -142472.98787 -147484.934477 -152639.087438 -157916.326183 -163421.099983 -169060.686226 -174857.359647 121777.001058 121777.001058 121777.001058 121777.001058 121777.001058 121777.001058 121777.001058 121777.001058 121777.001058 121777.001058 121777.001058 121777.001058 121777.001058 121777.001058 121777.001058 121777.001058 121777.001058 121777.001058 121777.001058 121777.001058],matlab_r2025a;octave_agrees,yes
npv_25,-441765.299988,matlab_r2025a;octave_agrees,yes
npv_direct,[-793.877669903 -1505.5375813 -2196.46953411 -2875.99153625 -3526.50638578 -4158.07420085 -4779.22163838 -5731.06050616 -6342.85266275 -6991.00162007 -7643.41305076 -8281.24651105 -8888.47261136 -9484.48551902 -10054.0352994 -10554.8421638 -11044.3494748 -11522.276636 -11977.1972213 -12918.0614456 -13346.9435441 -13755.0115572 -14292.0682149 -14803.9241306 -15174.0880323 -16128.6953438 -17099.5720433 -20496.3037387 -40249.3922857 -40730.3683696 -41195.9493683 -41642.5302981 -42074.7925527 -42494.4485091 -42896.7703368 -43385.4318823 -46143.4195143 -48790.3467506 -51573.3235932 -54185.6181847 -56517.0651107 -58677.7909803 -61171.4420211 -63891.0515453 -66941.4607466 -68806.8054799 -70356.2022231 -72002.206391 -73711.069075 -75477.1570144 -77296.9426921 -79155.5968633 -81040.6555557 -82962.6432131 -84869.9411604 -86732.7706531 -88818.2334655 -91128.911027 -93701.9032826 -96589.5164806 -99939.9240229 -102818.859684 -105911.755131 -109271.796369 -112877.900657 -116808.899723 -121047.145408 -125643.390534 -130630.405492 -136046.152896 -141982.347145 -148389.389628 -155358.424016 -162948.424309 -171224.457249 -180234.620599 -190109.451747 -200927.403196 -212791.596511 -225802.289516 -240076.479981 -246645.588368 -253383.078292 -260286.079545 -267361.295545 -274456.793787 -281715.068755 -289167.897704 -296809.842612 -304656.893051 -312706.813137 -320947.490516 -329392.246866 -338041.061273 -346906.521022 -355991.425387 -365246.845585 -374725.937205 -384430.888578 -394368.271177 -404542.275945 -412671.77964 -420927.615805 -429304.620323 -437811.14379 -446497.005172 -454945.158973 -463170.023754 -471153.993296 -478893.885677 -486378.036932 -493598.851508 -500545.120925 -507206.49326 -513575.061426 -519677.795204 -525865.605523 -532148.673838 -538523.902006 -544992.875123 -551560.844283 -558227.702073 -564994.667579 -571862.67329 -578833.974344 -585959.865904 -593032.161088 -600062.724322 -607044.82291 -613975.588012 -620855.543073 -627677.876225 -634441.461218 -641142.840003 -647778.511225 -654345.257234 -661012.525995 -667782.170999 -674653.97246 -681629.802919 -688715.443854 -693409.791514 -698108.597268 -702810.6885 -707516.20208 -712226.444693 -716941.445494 -721659.925089 -726383.347099 -731110.460259 -735842.331774 -740579.218014 -745319.879178 -750065.671706 -754816.570908 -759572.596643 -764332.726325 -769098.253994 -773869.929482 -778645.930072 -783428.46831 -789135.32606 -794880.099547 -800662.150698 -806481.636788 -812340.883811 -818238.302477 -824174.311491 -830151.015736 -836167.821804 -842224.490152 -848322.741584 -854463.083675 -860645.182369 -866869.533156 -873137.191265 -879448.48278 -885803.331793 -892203.405175 -898648.666316 -905139.395777 -906716.920498 -908263.513363 -909779.780877 -911266.317655 -912723.706654 -914152.519398 -915553.316205 -916926.646409 -918273.048569 -919593.050687 -920887.17041 -922155.915237 -923399.782714 -924619.260633 -925814.82722 -926986.951326 -928136.092605 -929262.701703 -930367.220426 -931450.081919],matlab_r2025a;octave_agrees,yes
npv_k,-1218617.58512,matlab_r2025a;octave_agrees,yes
npv_total,[-796.384607994 -1509.99812796 -2202.82678812 -2883.86858058 -3535.39685165 -4167.5726454 -4788.65100055 -5742.54893747 -6353.11364573 -6999.51451243 -7648.16746232 -8278.63482956 -8873.74038725 -9451.82995329 -9996.71980434 -10464.7915303 -10912.7929233 -11339.1364092 -11731.382869 -12601.5648898 -12942.7098174 -13249.3857239 -13671.8868684 -14054.5789182 -14279.4650192 -15076.0183979 -15872.9218868 -19097.2849153 -38783.7920783 -39031.4603974 -39246.1273504 -39423.3443693 -39568.0189373 -39682.0910241 -39761.0286175 -39909.5101341 -42326.5993879 -44616.0854215 -47027.8662859 -49254.2093093 -51185.2518913 -52932.6570054 -55004.1719815 -57292.6058307 -59903.9374312 -61315.446474 -62400.8239115 -63576.7512444 -64810.0547067 -66095.6514155 -67430.5466778 -68800.1201773 -70191.9875595 -71616.8297942 -73022.571598 -74379.0472447 -75953.6217294 -77747.5300501 -79796.4444378 -82151.0339959 -84957.4679629 -87281.2739482 -89806.0403894 -92527.7466818 -95471.7236219 -98713.2253544 -102230.66173 -106070.875376 -110262.617323 -114839.725811 -119889.745415 -125358.408779 -131332.243901 -137865.309994 -145017.488791 -152831.355372 -161425.35965 -170870.831508 -181263.230669 -192694.521581 -205272.72456 -210098.97056 -215052.064084 -220131.214625 -225345.058833 -230442.333137 -235570.931149 -240767.81438 -246032.474039 -251385.608128 -256829.455223 -262356.203407 -267983.264532 -273712.680316 -279558.473225 -285526.781759 -291571.898153 -297749.858548 -304065.611959 -310528.309492 -317144.540718 -321652.768294 -326226.31855 -330861.590971 -335568.440267 -340466.176293 -345136.393084 -349592.352193 -353815.285766 -357800.865876 -361536.285716 -365012.816329 -368218.120847 -371140.726042 -373771.610957 -376155.562261 -378641.851119 -381238.850686 -383941.673751 -386750.143691 -389667.776304 -392692.749312 -395824.590279 -399062.561696 -402407.270224 -405908.386944 -409356.028665 -412760.473391 -416113.410905 -419410.413852 -422650.46529 -425825.224531 -428932.054345 -431965.998589 -434922.071297 -437782.847605 -440716.905571 -443725.137546 -446806.358286 -449961.471958 -453195.288883 -454050.244847 -454922.404953 -455810.316553 -456713.842662 -457634.022088 -458570.620619 -459522.100085 -460489.671703 -461471.835371 -462469.415525 -463482.430078 -464518.148371 -465577.590038 -466660.340401 -467766.036897 -468893.281499 -470043.001282 -471215.586178 -472408.859105 -473624.687355 -475766.455432 -477947.11656 -480165.616367 -482421.701967 -484717.296122 -487050.409919 -489421.068934 -491830.991138 -494279.200149 -496765.078619 -499289.97574 -501854.031691 -504456.549314 -507097.666184 -509778.084488 -512497.781377 -515256.336099 -518055.075936 -520893.627943 -523771.940636 -521806.684506 -519879.962811 -517991.019972 -516139.115228 -514323.522342 -512543.529317 -510798.438115 -509087.564388 -507410.237205 -505765.79879 -504153.604266 -502573.021399 -501023.430352 -499504.223444 -498014.804907 -496554.590655 -495123.008054 -493719.495701 -492343.503198 -490994.49094],matlab_r2025a;octave_agrees,yes
pem_gw_per_t_ir,1,octave_8_4_only(matlab_v2.0_dropped),yes
pem_life,20,matlab_r2025a;octave_agrees,yes
probe.mass_kg,800,matlab_r2025a;octave_agrees,yes
probe.pgm_per_mission,0.0175,matlab_r2025a;octave_agrees,yes
probe.propellant,6654,matlab_r2025a;octave_agrees,yes
prop_demand_kg,[100000 100000 100000 106654 106654 106654 113308 777308 777308 783962 810578 843848 870464 903734 930350 963620 1003544 1050122 1090046 1136624 1183202 1223126 1269704 1309628 1356206 1402784 1462670 1522556 1589096 1648982 1715522 1775408 1835294 1901834 1961720 2028260 1988476 1948692 1908908 1869124 1829340 1789556 1749772 1709988 1670204 1630420 1643728 1657036 1670344 1683652 1696960 1710268 1723576 1736884 1750192 1763500 1776808 1790116 1803424 1816732 1830040 1756846 1683652 1610458 1537264 1464070 1390876 1317682 1244488 1171294 1098100 1031560 965020 898480 831940 765400 698860 632320 565780 499240 432700 406084 379468 352852 326236 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620 299620],matlab_r2025a;octave_agrees,yes
r0,1250000,matlab_r2025a;octave_agrees,yes
r1,1250000,matlab_r2025a;octave_agrees,yes
reagent.per_circuit_yr,49000,matlab_r2025a;octave_agrees,yes
reduced_molei,50,matlab_r2025a;octave_agrees,yes
reo_demand,[400000 408000 416160 424483.2 432972.864 441632.32128 450464.967706 459474.26706 468663.752401 478037.027449 487597.767998 497349.723358 507296.717825 517442.652182 527791.505225 538347.33533 549114.282036 560096.567677 571298.499031 582724.469011 594378.958391 606266.537559 618391.86831 630759.705677 643374.89979 656242.397786 669367.245742 682754.590656 696409.68247 710337.876119 724544.633641 739035.526314 753816.23684 768892.561577 784270.412809 799955.821065 815954.937486 832274.036236 848919.516961 865897.9073 883215.865446 900880.182755 918897.78641 937275.742138 956021.256981 975141.682121 994644.515763 1014537.40608 1034828.1542 1055524.71728 1076635.21163 1098167.91586 1120131.27418 1142533.89966 1165384.57766 1188692.26921 1212466.11459 1236715.43689 1261449.74562 1286678.74054 1312412.31535 1338660.56165 1365433.77289 1392742.44834 1420597.29731 1449009.24326 1477989.42812 1507549.21668 1537700.20102 1568454.20504 1599823.28914 1631819.75492 1664456.15002 1697745.27302 1731700.17848 1766334.18205 1801660.86569 1837694.08301 1874447.96467 1911936.92396 1950175.66244 1989179.17569 2028962.7592 2069542.01439 2110932.85467 2153151.51177 2196214.542 2240138.83284 2284941.6095 2330640.44169 2377253.25052 2424798.31553 2473294.28184 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000 2500000],matlab_r2025a;octave_agrees,yes
reo_demand_2026,400000,matlab_r2025a;octave_agrees,yes
reo_final,2500000,matlab_r2025a;octave_agrees,yes
reo_final_alt,1250000,matlab_r2025a;octave_agrees,yes
reo_price,[15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 14999.9997384 14999.9995656 14999.9992786 14999.998802 14999.9980107 14999.9966965 14999.9945142 14999.9635032 14999.7571874 14998.3845716 14998.4162466 14998.4473006 14998.4777457 14998.5075938 14998.5368567 14998.5655458 14998.5936723 14998.3025564 14997.9511783 14997.5270633 14997.0151547 14996.3972788 14995.6514999 14994.7513416 14993.6648466 14992.3534424 14990.7705719 14989.4502715 14987.9410976 14986.2160314 14984.2441888 14981.9902675 14979.4139152 14976.4690071 14973.1028201 14969.2550888 14964.8569267 14959.8295929 14954.0830822 14947.514514 14940.0062903 14931.42399 14924.5651483 14917.0202984 14908.7208269 14899.5912581 14889.5485673 14878.5014257 14866.3493701 14852.981889 14838.277418 14822.1022338 14804.3092386 14784.7366219 14763.2063895 14739.5227443 14713.470306 14684.8121526 14653.2876653 14618.610159 14580.4642746 14538.5031116 14526.341205 14513.8587935 14501.0474309 14487.8984482 14474.4029482 14460.5517989 14446.3356279 14431.7448157 14416.7694894 14401.3995157 14385.6244944 14369.4337514 14346.9243274 14316.3079864 14284.2563441 14250.7021133 14215.5748523 14178.8008171 14140.3028064 14100 14068.2615685 14035.4038837 14001.3874751 13966.1714805 13929.7135965 13891.970028 13852.8954354 13812.4428803 13770.5637689 13727.2077939 13682.3228736 13635.8550901 13587.7486238 13537.9456866 13486.3864525 13433.0089861 13377.7491673 13320.5406152 13261.3146079 13200 13136.5231371 13070.8077674 13002.7749503 12932.342961 12859.427193 12783.940056 12705.7908708 12624.8857606 12541.1275378 12454.4155877 12364.6457473 12271.7101803 12175.4972476 12075.8913731 11972.7729051 11866.0179721 11755.4983346 11641.0812305 11522.6292159 11400 11326.2714469 11251.0329216 11174.2534998 11095.9016237 11015.9450891 10934.3510324 10851.0859168 10766.1155189 10679.4049142 10590.918463 10500.6197957 10408.4717977 10314.4365947 10218.4755362 10120.5491805 10020.617278 9918.63875477 9814.57169572 9708.37332731 9600 9460.30062549 9316.9871926 9169.96620472 9019.14174646 8864.41542108 8705.68628627 8542.85078834 8375.80269464 8204.43302423 8028.62997683 7848.27885984 7663.26201355 7473.45873435 7278.745196 7078.99436886 6874.07593697 6663.85621309 6448.19805145 6226.96075827 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000 6000],matlab_r2025a;octave_agrees,yes
rev_k,[-2.58214623333 -2.07258333333 -2.07258333333 -0.835537383333 -0.299833333333 0.149041666667 1.83496261667 -0.858367183333 3.35154166667 4.97428761667 11.3276164167 21.0022873667 31.7994254667 45.4856623667 60.2943664167 78.7802873667 100.102958317 125.442754267 152.774458317 176.660176085 218.34241301 254.653490214 292.586450282 334.315636497 382.057995134 424.8637312 478.360496191 494.393341502 267.278190918 684.548983697 754.305080009 825.142014546 898.141122548 974.227268072 1051.79271637 1130.36194417 1160.43391182 1238.33888139 1310.95027281 1389.59704224 1470.47173848 1549.60243051 1618.14629178 1690.14096109 1760.99030982 1859.51707697 1942.62992966 2013.37516309 2084.58635934 2156.34383679 2228.7150738 2303.0701361 2380.08910606 2459.6171847 2544.61059516 2635.16544831 2728.62944149 2833.09259951 2949.84143141 3080.93625558 3229.45925462 3406.75241993 3601.17785015 4329.41458661 4630.96657544 4967.99724482 5345.20059683 5765.17547755 6231.57337356 6748.27099608 7319.01181334 7951.77891403 8649.48545481 9418.68666957 10266.2145034 11199.9148238 12228.0571091 13360.3535691 14607.3480704 15981.0507259 17494.7205944 18270.495318 19025.153546 19785.6691786 20552.9759698 24089.2658009 25814.9168523 27552.276253 29302.6795342 31067.250114 32847.3568891 34643.8717034 36458.1368418 38323.3528857 40250.3702861 42204.8249493 44187.7263644 46202.7627337 48251.2615901 50335.381684 52457.4287403 54337.7723553 56241.8079413 58181.3753547 60157.5256085 61235.2272424 62352.8483438 63509.0214543 64705.2353335 65942.7281066 67222.9556526 68547.3202432 69917.3310646 71334.5068078 72800.4017709 73380.6412356 74628.0144365 75928.8213026 77284.9459571 78698.1721576 80170.3364406 81703.4251625 83299.4142865 84960.3566394 86688.3492686 88485.4741415 90355.8672033 92299.9905759 94320.3946331 96419.4706504 98599.6771899 100863.672068 103214.025644 105653.475125 108184.799531 111128.209081 114166.971954 117306.229074 120549.066386 123898.600315 127358.008495 129450.702927 131566.334205 133722.071397 135918.581185 138156.53998 140436.673416 142759.711349 145126.332894 147537.31084 149993.342598 152495.187194 154535.132071 156608.457886 158719.180923 160867.860094 163055.073742 165281.34076 167547.228408 169853.362039 172200.220963 175206.568706 178288.700317 181438.730055 184657.782065 187946.934535 191307.403818 194740.264931 198246.588116 201827.53437 205484.189162 209217.563835 213028.742776 216918.78142 220888.658271 224939.333121 229071.769515 233286.892011 237585.513476 241968.51052 246436.647518 246510.744182 246510.744182 246510.744182 246510.744182 246510.744182 246510.744182 246510.744182 246510.744182 246510.744182 246510.744182 246510.744182 246510.744182 246510.744182 246510.744182 246510.744182 246510.744182 246510.744182 246510.744182 246510.744182 246510.744182],matlab_r2025a;octave_agrees,yes
rev_total,[-2.58214623333 -2.07258333333 -2.07258333333 -0.835537383333 -0.299833333333 0.149041666667 1.83496261667 -0.858367183333 3.35154166667 4.97428761667 11.3276164167 21.0022873667 31.7994254667 45.4856623667 60.2943664167 78.7802873667 100.102958317 125.442754267 152.774458317 176.660176085 218.34241301 254.653490214 292.586450282 334.315636497 382.057995134 424.8637312 478.360496191 494.393341502 267.278190918 684.548983697 754.305080009 825.142014546 898.141122548 974.227268072 1051.79271637 1130.36194417 1160.43391182 1238.33888139 1310.95027281 1389.59704224 1470.47173848 1549.60243051 1618.14629178 1690.14096109 1760.99030982 1859.51707697 1942.62992966 2013.37516309 2084.58635934 2156.34383679 2228.7150738 2303.0701361 2380.08910606 2459.6171847 2544.61059516 2635.16544831 2728.62944149 2833.09259951 2949.84143141 3080.93625558 3229.45925462 3406.75241993 3601.17785015 4126.57197974 4407.83603796 4722.54961661 5075.20376505 5468.17407769 5904.86646023 6388.88748049 6923.68344406 7516.91055536 8171.12239244 8892.4786462 9687.37615728 10563.1821705 11527.6396704 12589.8817143 13759.8150904 15048.7491139 16469.1719535 17217.9202179 17944.8397537 18676.8856917 19414.9725214 22921.2723524 24616.1430721 26321.9109817 28039.8902359 29771.1823126 31517.1335906 33278.5928021 35056.8785115 36872.0736131 38731.0547002 40614.2834918 42522.6199496 44459.5957389 46426.3745169 48424.9434761 50457.4287403 52267.2425076 54098.2610162 55962.2364106 57860.1288985 58856.8130124 59890.5595171 60959.9001997 62066.219512 63210.6475931 64394.5285279 65619.1488513 66885.8979316 68196.1704162 69551.3921854 70017.0555745 71145.8121833 72323.8194521 73552.813991 74834.4268419 76170.3364406 77562.3654672 79012.3204363 80522.0787512 82093.5558486 83728.6456814 85431.2895499 87201.7480666 89042.36299 90955.3096234 92942.8229404 95007.3292844 97151.1593778 99376.8023413 101686.78036 104401.037759 107202.567448 110096.225373 113084.802454 116171.109683 119358.008495 121286.861698 123235.296253 125220.412507 127242.807015 129303.084623 131401.897933 133539.902275 135717.700713 137935.988427 140195.383627 142496.564518 144535.132071 146608.457886 148719.180923 150867.860094 153055.073742 155281.34076 157547.228408 159853.362039 162200.220963 165206.568706 168288.700317 171438.730055 174657.782065 177946.934535 181307.403818 184740.264931 188246.588116 191827.53437 195484.189162 199217.563835 203028.742776 206918.78142 210888.658271 214939.333121 219071.769515 223286.892011 227585.513476 231968.51052 236436.647518 236510.744182 236510.744182 236510.744182 236510.744182 236510.744182 236510.744182 236510.744182 236510.744182 236510.744182 236510.744182 236510.744182 236510.744182 236510.744182 236510.744182 236510.744182 236510.744182 236510.744182 236510.744182 236510.744182 236510.744182],matlab_r2025a;octave_agrees,yes
rp_25,[15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 15000 14999.9997384 14999.9995656 14999.9992786 14999.998802 14999.9980107 14999.9966965 14999.9945142 14999.9635032 14999.7571874 14998.3845716 14998.4162466 14998.4473006 14998.4777457 14998.5075938 14998.5368567 14998.5655458 14998.5936723 14998.3025564 14997.9511783 14997.5270633 14997.0151547 14996.3972788 14995.6514999 14994.7513416 14993.6648466 14992.3534424 14990.7705719 14989.4502715 14987.9410976 14986.2160314 14984.2441888 14981.9902675 14979.4139152 14976.4690071 14973.1028201 14969.2550888 14964.8569267 14959.8295929 14954.0830822 14947.514514 14940.0062903 14931.42399 14924.5651483 14917.0202984 14908.7208269 14899.5912581 14889.5485673 14878.5014257 14866.3493701 14852.981889 14838.277418 14822.1022338 14804.3092386 14784.7366219 14763.2063895 14739.5227443 14713.470306 14684.8121526 14653.2876653 14618.610159 14580.4642746 14538.5031116 14526.341205 14513.8587935 14501.0474309 14487.8984482 14474.4029482 14460.5517989 14446.3356279 14431.7448157 14416.7694894 14401.3995157 14385.6244944 14369.4337514 14346.9243274 14316.3079864 14284.2563441 14250.7021133 14215.5748523 14178.8008171 14140.3028064 14100 14068.2615685 14035.4038837 14001.3874751 13966.1714805 13929.7135965 13891.970028 13852.8954354 13812.4428803 13770.5637689 13727.2077939 13682.3228736 13635.8550901 13587.7486238 13537.9456866 13486.3864525 13433.0089861 13377.7491673 13320.5406152 13261.3146079 13200 13115.615577 13027.2751925 12934.79339 12837.9760188 12736.6198266 12630.5120322 12519.4298795 12403.1401694 12281.3987703 12153.9501058 12020.5266181 11880.8482058 11734.6216368 11581.5399318 11421.2817205 11253.5105667 11077.8742617 10894.0040855 10701.5140322 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500 10500],matlab_r2025a;octave_agrees,yes
