key,value,source,comparable
cr_25,[13590.2433333 10908.3333333 10908.3333333 11365.3283333 10908.3333333 10908.3333333 11365.3283333 30265.7483333 12833.3333333 15985.3283333 17505.3083333 17962.3033333 17356.3133333 17962.3033333 17505.3083333 14112.3033333 14569.2983333 15026.2933333 14569.2983333 53399.7438333 15099.3778833 14641.8169333 26797.2409833 26190.6850333 15097.1140833 46554.5989333 50858.0134333 279854.063133 1859229.51133 11639.8333333 11855.1363333 11226.5535382 11030.6100073 11004.8633405 10400.549082 20930.9475797 257213.219667 258530.746368 276700.135485 260742.080306 231787.879032 214449.381741 244853.784185 282183.795856 313173.281589 244034.571595 176786.198135 187438.718071 191714.84585 194037.89932 194585.433748 191884.107716 186288.831102 180837.94039 167680.61805 150179.5344 163731.78187 174222.888839 184746.804674 195956.278329 205026.238299 171290.65698 182488.651639 196673.118742 207528.137682 221955.571395 234538.076189 247868.853215 260909.586999 273568.868611 288838.444022 297024.407454 306514.747331 314451.449648 320223.975661 322019.684948 320410.260557 313521.792825 300845.031757 280556.063164 251394.112473 119880.169437 125435.071329 131047.51816 136984.141725 143571.934512 149589.569516 156496.160676 163448.391879 170999.586813 178704.022028 186675.748027 195235.368957 204017.962919 213376.784487 223074.593405 237940.497606 249153.544046 260784.212777 273014.053667 285756.630202 237728.531872 246225.122387 254766.082826 263844.256048 273505.945553 269122.847719 264834.181148 259541.410116 253786.864223 247191.349029 239889.144741 231688.536895 222591.464933 212662.435338 201956.088839 208791.711572 216282.947894 223824.091533 231620.807942 239890.846705 305016.997204 319289.512249 334204.918953 349697.38253 366634.971302 371603.336244 376905.361331 381830.794797 386387.138068 390512.582675 394130.885082 397447.382591 399939.00517 401996.932451 403207.9539 422013.724018 441782.809152 462323.67745 484008.61429 506538.642109 164435.794554 164593.032771 164746.222942 164917.448896 165095.216963 165260.819029 165439.815521 165626.120825 165810.603842 165990.554721 166181.2966 166377.802892 166576.751458 166793.731546 166998.853863 167206.002379 167434.808292 167650.783346 167868.422975 168107.970388 169163.779675 169491.883321 169839.130588 170166.610258 170525.485213 170879.182008 171251.480263 171634.451817 172021.431633 172417.7301 172821.776417 173248.222079 173669.003796 174121.595633 174574.852146 175035.719971 175514.596446 175994.764183 176507.236354 177016.648142 170934.748142 170934.748142 170934.748142 170934.748142 170934.748142 170934.748142 170934.748142 170934.748142 170934.748142 170934.748142 170934.748142 170934.748142 170934.748142 170934.748142 170934.748142 170934.748142 170934.748142 170934.748142 170934.748142 170934.748142],matlab_r2025a;octave_agrees,yes
ct_25,[817.694 755 755 765.683 755 755 765.683 1207.511 800 873.683 909.215 919.898 905.732 919.898 909.215 829.898 840.581 851.264 840.581 1748.3057 852.97247 842.27624 1126.42901 1112.24978 852.91955 2142.703792 2248.5134545 7871.502751 46659.821905 1285.705 1290.98971 1279.27522 1278.15013 1281.34504 1269.63055 1550.35846 7884.8653735 8028.756118 8643.9883525 8327.313835 7636.9147525 7268.15398194 8286.26348202 9549.97276208 10675.144737 7345.39622245 5970.88165219 6486.80018499 6893.57214761 7294.55750686 7697.34412693 8054.03193987 8370.77931539 8745.54876715 8901.31907846 8922.44255265 10209.250847 11568.80999 13176.788518 15127.4471006 17946.6444772 15897.6503344 17511.553792 19496.8874432 21449.0211116 23955.0394981 26466.6117324 29406.422624 32687.6301509 36365.0422573 40823.8354451 45145.1273161 50302.8768287 56120.2258074 62683.2925056 69909.5166626 78104.551379 87226.492562 97521.2759132 109026.245868 121943.645441 58497.7971385 61156.9662908 63875.0053618 66739.6327358 70113.1906646 73047.7030071 76379.8457954 79764.8834409 83417.3169405 87163.4477486 91057.8802267 95215.9173862 99502.885739 104061.100273 108792.674967 113719.247383 118964.043625 124417.674793 130141.786088 136118.153988 112295.265539 116215.517558 120180.726032 124373.076518 129372.7208 128842.779512 128454.3575 127748.555489 126923.719238 125845.39073 124563.362217 123011.79667 121189.51496 119123.744341 116770.311647 120688.45048 124895.784385 129169.834021 133596.755885 138247.770084 176779.826564 184810.694866 193207.295127 201946.422072 212154.771248 217508.931169 223154.33016 228834.037287 234571.571571 240343.215511 246133.925494 252028.491187 257846.754287 263741.021645 269571.43662 281815.328309 294663.100329 308045.926405 322111.138254 336772.858394 75034.2130152 75331.2087209 75631.8819517 75944.024513 76263.6333426 76584.0838661 76914.6858197 77253.4912399 77597.1161554 77944.6789776 78302.1056446 78667.4284636 79039.7150064 79424.5813704 79811.5215588 80205.6188779 80613.9662849 81024.4752872 81442.2109428 81875.0748113 87237.0661453 87930.6722793 88646.2147741 89369.6472055 90120.2649981 90884.9728766 91672.8796406 92481.5737947 93309.1132192 94157.7555134 95027.3492629 95923.9008798 96837.5646671 97782.4207736 98747.7738229 99736.5441835 100753.167313 101791.983478 102864.950446 103959.65391 65680.9027333 65680.9027333 65680.9027333 65680.9027333 65680.9027333 65680.9027333 65680.9027333 65680.9027333 65680.9027333 65680.9027333 65680.9027333 65680.9027333 65680.9027333 65680.9027333 65680.9027333 65680.9027333 65680.9027333 65680.9027333 65680.9027333 65680.9027333],matlab_r2025a;octave_agrees,yes
ct_k,[658.847 627.5 627.5 632.8415 627.5 627.5 632.8415 853.7555 650 686.8415 704.6075 709.949 702.866 709.949 704.6075 664.949 670.2905 675.632 670.2905 1124.15285 676.486235 671.13812 813.214505 806.12489 676.459775 1571.351896 1624.346926 4436.930158 23842.005175 1142.8525 1145.494855 1139.63761 1139.075065 1140.67252 1134.815275 1275.17923 4596.157108 4536.909424 4850.53099 4698.92077 4362.61582 4191.99572856 4859.05701487 5376.35540346 6107.50179769 4384.7760907 3874.69376153 4163.39093206 4404.12459012 4649.11524096 4904.9866074 5147.66576321 5383.41853183 5664.62433635 5854.40871469 5998.9554123 6777.22238426 7613.15453551 8601.6961559 9790.6564712 11669.4531651 10412.7849754 11406.0260931 12608.5671838 13821.1283777 15307.8074591 16897.2158257 18705.0125132 20726.4234691 22995.1321126 25708.9909505 28413.8422488 31607.4054753 35206.9423183 39266.8860939 43756.0489395 48840.3858738 54512.5548009 60910.6814578 68069.2762264 76146.7999918 36612.5776954 38261.7646856 39959.3588782 41744.6001495 43687.5650716 45559.2119588 47635.6108999 49756.6065083 52036.0954745 54381.4198798 56748.6003925 59270.1089131 61877.9319418 64650.2525542 67532.564961 69362.7839599 72390.7256624 75536.8050654 78828.4882572 82262.1174315 67416.4141313 69743.6084003 72106.2832901 74596.4518853 77220.2012196 77323.3789656 77473.9371361 77475.2727276 77425.9120208 77259.7569602 77001.4586873 76618.6220171 76109.6304151 75488.8958881 74771.4629122 77285.8682133 79964.8759706 82695.9399771 85526.6424987 88489.5345302 91542.4611209 94698.5982501 97958.8949715 101341.695071 104948.870555 106913.646136 109046.083398 111154.613921 113279.195648 115455.060653 117602.05809 119782.427346 121968.710641 124156.563221 126354.500524 130746.865393 135300.085782 139984.294096 144836.309572 149915.07016 100241.184484 102261.210834 104305.674045 106392.203058 108539.30025 110731.508717 112944.972068 115227.177522 117534.175528 119904.259379 122326.652092 124773.534835 127295.614455 129864.811878 132486.532382 135140.523675 137873.412544 140671.838927 143492.017206 146412.708805 179343.119713 183947.495404 188645.324225 193461.231366 198444.96393 203509.910307 208705.383019 214076.693509 219559.017799 225169.710934 230953.832037 236888.36159 242957.548638 249182.729024 255583.466002 262143.05171 268857.755445 275777.897935 282860.416305 290115.79292 57605.465312 57605.465312 57605.465312 57605.465312 57605.465312 57605.465312 57605.465312 57605.465312 57605.465312 57605.465312 57605.465312 57605.465312 57605.465312 57605.465312 57605.465312 57605.465312 57605.465312 57605.465312 57605.465312 57605.465312],matlab_r2025a;octave_agrees,yes
ctype_reduction,0.07,matlab_r2025a;octave_agrees,yes
cum_cost,[817.694 1572.694 2327.694 3093.377 3848.377 4603.377 5369.06 6576.571 7376.571 8250.254 9159.469 10079.367 10985.099 11904.997 12814.212 13644.11 14484.691 15335.955 16176.536 17924.8417 18777.81417 19620.09041 20746.51942 21858.7692 22711.68875 24854.392542 27102.9059965 34974.4087475 81634.2306525 82919.9356525 84210.9253625 85490.2005825 86768.3507125 88049.6957525 89319.3263025 90869.6847625 99038.050136 107080.306254 115737.794606 124078.608441 131729.023194 139010.677176 147593.940658 157170.91342 168156.558157 175126.95438 181097.836032 187584.636217 194478.208364 201772.765871 209470.109998 217524.141938 225894.921253 234640.470021 243541.789099 252464.231652 262673.482499 274242.292489 287419.081007 302546.528107 320493.172584 336390.822919 353902.376711 373399.264154 394848.285266 418803.324764 445269.936496 474676.35912 507363.989271 543729.031528 584552.866974 629697.99429 680000.871118 736121.096926 798804.389431 868713.906094 946818.457473 1034044.95003 1131566.22595 1240592.47182 1362536.11726 1421033.9144 1482190.88069 1546065.88605 1612805.51878 1682918.70945 1755966.41246 1832346.25825 1912111.14169 1995528.45863 2082691.90638 2173594.09213 2268493.84719 2367515.95049 2470927.68832 2578898.95224 2691009.86509 2808009.33653 2930076.6697 3057450.47282 3190348.83059 3299913.90717 3413302.78956 3530557.61704 3651901.58513 3778137.99925 3903563.10158 4028301.54595 4152019.85871 4274581.13055 4395713.57003 4515194.43045 4632733.14027 4748038.38683 4860844.79313 4970840.87007 5084515.81577 5202150.98501 5323804.66669 5449619.72914 5579811.51628 5714502.97267 5853845.62049 5997989.96974 6147117.44337 6302418.07797 6459737.76391 6619346.94105 6781127.49099 6945038.0454 7111109.80531 7279205.51245 7449311.68885 7621356.86909 7795262.92943 7970952.90021 8152732.83969 8340821.03336 8535387.80984 8736663.6914 8944993.93539 9090273.71072 9238474.24059 9389619.08916 9543769.83718 9701024.89369 9861446.53554 10025056.8718 10191965.1609 10362195.3458 10535847.8523 10712998.6782 10893673.3637 11077988.5068 11266014.6802 11457825.3443 11653455.9405 11853030.1691 12056654.6379 12264335.9893 12476242.8881 12730762.5481 12991804.9037 13259494.0063 13533990.4541 13815556.1694 14104282.1665 14400352.5834 14704036.6696 15015481.1048 15334851.8326 15662417.0947 15998390.8555 16342947.6581 16696309.3043 17058733.5719 17430444.4288 17811647.647 18202654.2605 18603683.4572 19014977.4644 19129711.2075 19244444.9506 19359178.6937 19473912.4369 19588646.18 19703379.9231 19818113.6662 19932847.4094 20047581.1525 20162314.8956 20277048.6387 20391782.3819 20506516.125 20621249.8681 20735983.6112 20850717.3544 20965451.0975 21080184.8406 21194918.5837 21309652.3269],matlab_r2025a;octave_agrees,yes
cum_rev,[-2.58214623333 -4.65472956667 -6.7273129 -7.56285028333 -7.86268361667 -7.71364195 -5.87867933333 -6.73704651667 -3.38550485 1.58878276667 12.9163991833 33.91868655 65.7181120167 111.203774383 171.4981408 250.278428167 350.381386483 475.82414075 628.598599067 805.258775151 1023.60118816 1278.25467838 1570.84112866 1905.15676515 2287.21476029 2712.07849149 3190.43898768 3684.83232918 3952.1105201 4636.6595038 5390.96458381 6216.10659835 7114.2477209 8088.47498897 9140.26770534 10270.6296495 11431.0635613 12669.4024427 13980.3527155 15369.9497578 16840.4214963 18390.0239268 20008.1702185 21698.3111796 23459.3014894 25318.8185664 27261.4484961 29274.8236592 31359.4100185 33515.7538553 35744.4689291 38047.5390652 40427.6281713 42887.245356 45431.8559511 48067.0213994 50795.6508409 53628.7434404 56578.5848718 59659.5211274 62888.980382 66295.732802 69896.9106521 74023.4826319 78431.3186698 83153.8682864 88229.0720515 93697.2461292 99602.1125894 105991.00007 112914.683514 120431.594069 128602.716462 137495.195108 147182.571265 157745.753436 169273.393106 181863.27482 195623.089911 210671.839025 227141.010978 244358.931196 262303.77095 280980.656641 300395.629163 323316.901515 347933.044587 374254.955569 402294.845805 432066.028118 463583.161708 496861.75451 531918.633022 568790.706635 607521.761335 648136.044827 690658.664777 735118.260515 781544.635032 829969.578508 880427.007249 932694.249756 986792.510773 1042754.74718 1100614.87608 1159471.68909 1219362.24861 1280322.14881 1342388.36832 1405599.01592 1469993.54444 1535612.6933 1602498.59123 1670694.76164 1740246.15383 1810263.2094 1881409.02159 1953732.84104 2027285.65503 2102120.08187 2178290.41831 2255852.78378 2334865.10422 2415387.18297 2497480.73882 2581209.3845 2666640.67405 2753842.42211 2842884.7851 2933840.09473 3026782.91767 3121790.24695 3218941.40633 3318318.20867 3420004.98903 3524406.02679 3631608.59424 3741704.81961 3854789.62206 3970960.73175 4090318.74024 4211605.60194 4334840.89819 4460061.3107 4587304.11772 4716607.20234 4848009.10027 4981549.00255 5117266.70326 5255202.69169 5395398.07531 5537894.63983 5682429.7719 5829038.22979 5977757.41071 6128625.27081 6281680.34455 6436961.68531 6594508.91372 6754362.27576 6916562.49672 7081769.06542 7250057.76574 7421496.4958 7596154.27786 7774101.2124 7955408.61622 8140148.88115 8328395.46926 8520223.00363 8715707.19279 8914924.75663 9117953.4994 9324872.28082 9535760.9391 9750700.27222 9969772.04173 10193058.9337 10420644.4472 10652612.9577 10889049.6053 11125560.3494 11362071.0936 11598581.8378 11835092.582 12071603.3262 12308114.0703 12544624.8145 12781135.5587 13017646.3029 13254157.0471 13490667.7913 13727178.5354 13963689.2796 14200200.0238 14436710.768 14673221.5122 14909732.2564 15146243.0005 15382753.7447 15619264.4889],matlab_r2025a;octave_agrees,yes
current_molei,53,matlab_r2025a;octave_agrees,yes
d,3,octave_8_4_only(matlab_v2.0_dropped),yes
df,[0.970873786408 0.942595909134 0.915141659353 0.888487047916 0.862608784384 0.837484256684 0.813091511343 0.789409234314 0.766416732344 0.744093914897 0.722421276599 0.701379880193 0.680951339993 0.661117805819 0.641861947397 0.62316693922 0.605016445845 0.587394607616 0.570286026812 0.553675754186 0.537549275909 0.521892500883 0.50669174843 0.49193373634 0.477605569262 0.463694727439 0.450189055766 0.43707675317 0.424346362301 0.411986759516 0.399987145161 0.390231361133 0.380713523056 0.371427827372 0.36236861207 0.353530353239 0.344907661697 0.336495279704 0.32828807776 0.320281051473 0.312469318511 0.30484811562 0.297412795727 0.2901588251 0.283081780585 0.276177346912 0.269441314061 0.262869574693 0.256458121652 0.250203045514 0.244100532209 0.238146860692 0.232338400675 0.226671610414 0.221143034551 0.215749302001 0.210487123903 0.205353291613 0.200344674744 0.195458219263 0.190690945622 0.186039946948 0.181502387267 0.177075499772 0.172756585144 0.168543009896 0.164432204777 0.160421663197 0.156508939704 0.152691648492 0.148967461943 0.145334109213 0.141789374842 0.138331097407 0.134957168202 0.131665529953 0.129083852895 0.126552796956 0.124071369565 0.121638597612 0.119253527071 0.116915222619 0.114622767273 0.112375262033 0.110171825522 0.108011593649 0.105893719264 0.103817371827 0.101781737086 0.0997860167506 0.0978294281868 0.0959112041047 0.0940305922596 0.0921868551564 0.0903792697612 0.0886071272169 0.0868697325656 0.085166404476 0.0834964749765 0.0818592891926 0.0802542050908 0.0786805932263 0.0771378364964 0.0756253298984 0.0741424802926 0.0726887061692 0.0712634374208 0.0698661151184 0.0684961912925 0.0671531287182 0.0658364007041 0.0645454908864 0.0632798930259 0.0620391108097 0.0608226576565 0.059630056526 0.0584608397314 0.0573145487563 0.0561907340748 0.0550889549753 0.0540087793875 0.0529497837132 0.05191155266 0.0508936790785 0.0498957638024 0.0489174154926 0.0479582504829 0.0470178926303 0.046095973167 0.0451921305558 0.0443060103489 0.0434372650479 0.0425855539685 0.0417505431064 0.0409319050063 0.0401293186336 0.0393424692486 0.038571048283 0.0378147532186 0.0370732874692 0.0363463602639 0.0356336865333 0.0349349867973 0.0342499870562 0.0335784186826 0.0329200183162 0.032274527761 0.0316416938833 0.0310212685131 0.0304130083462 0.0298166748492 0.0292320341659 0.0286588570254 0.0280969186523 0.0275459986787 0.0270058810576 0.026476353978 0.0259572097824 0.0254482448847 0.0249492596909 0.0244600585205 0.0239804495299 0.0235102446371 0.0230492594482 0.0225973131845 0.0221542286122 0.0217198319728 0.0212939529145 0.020876424426 0.0204670827705 0.0200657674221 0.0196723210021 0.0192865892177 0.0189084208017 0.0185376674526 0.0181741837771 0.0178178272324 0.017468458071 0.0171259392853 0.0167901365542 0.0164609181904 0.0161381550886 0.0158217206751 0.015511490858 0.0152073439784 0.0149091607631 0.0146168242776 0.01433021988 0.0140492351765 0.0137737599769 0.0135036862519 0.0132389080901 0.0129793216569 0.0127248251539 0.0124753187783 0.0122307046846 0.0119908869457 0.0117557715154 0.0115252661916 0.01129928058 0.0110777260588],matlab_r2025a;octave_agrees,yes
df_k,[0.966183574879 0.933510700366 0.901942705668 0.871442227699 0.841973166859 0.813500644308 0.785990960684 0.759411556216 0.73373097219 0.70891881371 0.684945713729 0.661783298289 0.639404152936 0.617781790277 0.596890618625 0.576705911715 0.557203779435 0.53836113955 0.520155690387 0.502565884432 0.485570902833 0.469150630756 0.453285633581 0.437957133894 0.42314698927 0.408837670792 0.395012242311 0.381654340397 0.368748154973 0.356278410602 0.344230348408 0.332589708607 0.32134271363 0.310476051816 0.299976861658 0.289832716578 0.28003161022 0.270561942242 0.261412504581 0.252572468195 0.244031370236 0.235779101678 0.227805895341 0.220102314339 0.212659240907 0.205467865611 0.198519676919 0.191806451129 0.185320242637 0.179053374528 0.172998429496 0.167148241059 0.161495885081 0.156034671576 0.150758136788 0.145660035544 0.140734333859 0.135975201796 0.131377006566 0.126934305861 0.122641841412 0.118494532765 0.114487471271 0.110615914271 0.106875279489 0.103261139603 0.0997692170077 0.0963953787514 0.0931356316438 0.0899861175303 0.0869431087249 0.0840030035989 0.0811623223178 0.0784177027225 0.0757658963503 0.0732037645896 0.0707282749658 0.0683364975515 0.0660256014991 0.0637928516899 0.0616356054975 0.0595513096594 0.0575374972555 0.0555917847879 0.0537118693603 0.051895525952 0.0501406047845 0.0484450287773 0.0468067910892 0.0452239527432 0.0436946403316 0.0422170437986 0.0407894142982 0.0394100621238 0.038077354709 0.0367897146947 0.0355456180625 0.0343435923309 0.0331822148125 0.03206011093 0.0309759525893 0.029928456608 0.0289163831962 0.0279385344891 0.0269937531295 0.0260809208981 0.0251989573895 0.0243468187338 0.0235234963611 0.0227280158079 0.0219594355632 0.0212168459547 0.0204993680722 0.0198061527268 0.0191363794462 0.0184892555035 0.0178640149793 0.0172599178544 0.0166762491346 0.0161123180045 0.0155674570092 0.0150410212649 0.0145323876956 0.0140409542952 0.0135661394157 0.0131073810779 0.0126641363072 0.01223588049 0.0118221067537 0.0114223253659 0.0110360631554 0.0106628629521 0.0103022830455 0.00995389666232 0.00961729146118 0.00929206904462 0.00897784448755 0.00867424588169 0.00838091389536 0.00809750134817 0.00782367280017 0.00755910415475 0.00730348227512 0.00705650461364 0.00681787885376 0.00658732256402 0.00636456286379 0.00614933610028 0.0059413875365 0.00574047104976 0.00554634884035 0.00535879115009 0.00517757599043 0.00500248887964 0.00483332258903 0.00466987689761 0.00451195835518 0.00435938005331 0.00421196140417 0.00406952792673 0.00393191104032 0.00379894786504 0.00367048102903 0.00354635848215 0.00342643331609 0.00331056359042 0.00319861216466 0.0030904465359 0.00298593868203 0.00288496491018 0.00278740571032 0.00269314561383 0.00260207305684 0.00251408024816 0.0024290630417 0.00234692081323 0.00226755634129 0.00219087569207 0.00211678810828 0.00204520590172 0.00197604434948 0.0019092215937 0.00184465854464 0.00178227878709 0.00172200848995 0.00166377631879 0.00160751335149 0.00155315299661 0.00150063091459 0.00144988494164 0.00140085501607 0.00135348310732 0.00130771314717 0.00126349096345 0.00122076421589 0.00117948233419 0.00113959645816 0.00110105937986 0.00106382548779 0.00102785071284 0.000993092476175],matlab_r2025a;octave_agrees,yes
dr,[0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02],matlab_r2025a;octave_agrees,yes
dr_opts,[0.014 0.02 0.03 0.035],matlab_r2025a;octave_agrees,yes
earth_cargo,[35.2993333333 28.3333333333 28.3333333333 29.5203333333 28.3333333333 28.3333333333 29.5203333333 78.6123333333 33.3333333333 41.5203333333 45.4683333333 46.6553333333 45.0813333333 46.6553333333 45.4683333333 36.6553333333 37.8423333333 39.0293333333 37.8423333333 138.700633333 39.2191633333 38.0306933333 69.6032233333 68.0277533333 39.2132833333 211.611813333 231.172788333 1272.06392333 8451.04323333 52.9083333333 53.8869833333 51.7176333333 51.5092833333 52.1009333333 49.9315833333 101.918233333 1323.04009833 1298.27655333 1409.98420833 1348.84928333 1217.70330833 1144.31787162 1379.33572857 1555.7842069 1806.71960717 2068.49610541 1676.95031253 1858.72740235 1991.55804599 2116.35381272 2233.88601562 2325.09294133 2389.88862685 2464.73954464 2437.52829102 2338.78971228 2745.62277016 3164.52436362 3660.07388968 4269.4325035 4970.33304967 4333.04428724 4826.14615905 5448.95220756 6037.18218713 6796.72563124 7581.02872529 8483.21208863 9487.6213454 10611.1561158 12003.6755957 13293.4000539 14861.3210827 16632.1427913 18631.2131294 20817.4341785 23302.5644041 26058.9542089 29172.8515643 32646.5237136 36566.4163597 17437.1155544 18245.1012842 19061.4571869 19924.9660691 20883.1904744 21758.4828387 22763.0779165 23774.3115461 24872.6671728 25993.312295 27090.558286 28271.406918 29483.0270843 30776.8782214 32118.6491675 33966.1931106 35454.6866255 36992.1124801 38603.9418928 40276.6822682 33486.6199636 34683.9091866 35886.525356 37165.7029622 38528.1603151 37846.5686957 37176.7957885 36359.6220211 35473.4778615 34463.336011 33348.7113915 32101.2602397 30721.682912 29219.1983325 27601.4412202 28533.0119898 29557.9846197 30587.9433561 31652.4859649 32783.5520894 33940.9462139 35136.9896529 36370.1134251 37650.3728443 39063.1612432 39106.5818355 39232.2249981 39282.4988153 39286.8370081 39275.1094084 39176.669235 39040.7492484 38842.925673 38581.3477009 38250.1262003 39608.2092726 41012.2363124 42447.7359056 43933.4075898 45513.8890588 34812.6226819 35533.2052241 36253.0896216 36988.5859691 37754.3550057 38533.8565073 39314.0413316 40126.6392657 40938.557525 41780.3476943 42641.0890776 43502.6704839 44397.3728921 45310.8392191 46241.0554185 47173.807984 48142.4028737 49143.8538848 50133.2173302 51177.1020353 58922.9822138 60457.6381934 62016.7726404 63609.9232216 65278.3510259 66954.6194377 68673.7771428 70467.664118 72290.0839573 74142.5634561 76070.8940858 78050.0693546 80061.1531898 82124.8836936 84254.3912765 86435.9941943 88658.1201992 90964.7224193 93316.7743534 95724.3213951 44484.3722496 44484.3722496 44484.3722496 44484.3722496 44484.3722496 44484.3722496 44484.3722496 44484.3722496 44484.3722496 44484.3722496 44484.3722496 44484.3722496 44484.3722496 44484.3722496 44484.3722496 44484.3722496 44484.3722496 44484.3722496 44484.3722496 44484.3722496],matlab_r2025a;octave_agrees,yes
ec_25,[35.2993333333 28.3333333333 28.3333333333 29.5203333333 28.3333333333 28.3333333333 29.5203333333 78.6123333333 33.3333333333 41.5203333333 45.4683333333 46.6553333333 45.0813333333 46.6553333333 45.4683333333 36.6553333333 37.8423333333 39.0293333333 37.8423333333 138.700633333 39.2191633333 38.0306933333 69.6032233333 68.0277533333 39.2132833333 211.611813333 231.172788333 1272.06392333 8451.04323333 52.9083333333 53.8869833333 51.7176333333 51.5092833333 52.1009333333 49.9315833333 101.918233333 1270.54009833 1295.77655333 1407.48420833 1346.34928333 1215.20330833 1141.81787162 1324.33572857 1550.7842069 1749.21960717 2218.49610541 1676.95031253 1858.72740235 1991.55804599 2116.35381272 2233.88601562 2325.09294133 2389.88862685 2464.73954464 2437.52829102 2338.78971228 2745.62277016 3164.52436362 3660.07388968 4269.4325035 4970.33304967 4333.04428724 4826.14615905 5448.95220756 6037.18218713 6796.72563124 7581.02872529 8483.21208863 9487.6213454 10611.1561158 12003.6755957 13293.4000539 14861.3210827 16632.1427913 18631.2131294 20817.4341785 23302.5644041 26058.9542089 29172.8515643 32646.5237136 36566.4163597 17437.1155544 18245.1012842 19061.4571869 19924.9660691 20883.1904744 21758.4828387 22763.0779165 23774.3115461 24872.6671728 25993.312295 27152.8360767 28397.8718482 29675.340061 31036.6231981 32447.2135861 34609.5269245 36240.5154976 37932.2491313 39711.1350788 41564.6007566 34578.695545 35814.5632564 37056.8847747 38377.3463342 39782.6829895 39145.1414864 38521.3354397 37751.4778351 36914.4529778 35955.1053134 34892.9665078 33700.1508211 32376.9403539 30932.7178673 29375.4311039 30369.7035014 31459.3378755 32556.2314957 33690.299337 34893.2140662 44366.1086842 46442.1108726 48611.6245749 50865.0738226 53328.7230985 54051.3943627 54822.5980118 55539.0246977 56201.7655371 56801.8302072 57328.1287392 57810.5283769 58172.9462066 58472.2810838 58648.4296582 61383.8144026 64259.3176948 67247.0803563 70401.2529876 73678.3479431 23917.9337533 23940.8047667 23963.0869733 23987.9925667 24013.84974 24037.9373133 24063.9731667 24091.07212 24117.9060133 24144.0806867 24171.82496 24200.4076933 24229.3456667 24260.9064067 24290.74238 24320.8730733 24354.1539333 24385.5684867 24417.22516 24452.06842 24605.64068 24653.3648467 24703.87354 24751.5069467 24803.70694 24855.1537467 24909.30622 24965.0111733 25021.2991467 25078.94256 25137.7129333 25199.7413933 25260.9460067 25326.7775467 25392.7057667 25459.7410867 25529.3958467 25599.2384267 25673.7798333 25747.8760933 24863.2360933 24863.2360933 24863.2360933 24863.2360933 24863.2360933 24863.2360933 24863.2360933 24863.2360933 24863.2360933 24863.2360933 24863.2360933 24863.2360933 24863.2360933 24863.2360933 24863.2360933 24863.2360933 24863.2360933 24863.2360933 24863.2360933 24863.2360933],matlab_r2025a;octave_agrees,yes
